SK_ID_CURR,split
226877,train
307201,train
408372,train
206537,train
325730,train
344929,train
293339,train
116971,train
228496,train
381306,train
290135,train
274644,train
189043,train
410412,train
211503,train
103873,train
338057,train
297433,train
299487,train
257373,train
178026,train
145173,train
422251,train
137047,train
122700,train
393917,train
265584,train
436248,train
273382,train
320854,train
413844,train
208408,train
394887,train
328580,train
157788,train
206624,train
410777,train
258435,train
380047,train
271273,train
294174,train
372951,train
341483,train
186203,train
381285,train
269353,train
205702,train
139494,train
334640,train
197895,train
371757,train
272539,train
323589,train
134209,train
445560,train
355827,train
142105,train
344649,train
364417,train
212920,train
167485,train
285110,train
136600,train
286841,train
236450,train
349678,train
194198,train
390602,train
159058,train
187593,train
138001,train
216970,train
266933,train
282817,train
372051,train
267377,train
264302,train
134815,train
141231,train
101083,train
446493,train
435877,train
224624,train
400878,train
243791,train
295817,train
134510,train
273242,train
427473,train
208667,train
330512,train
420252,train
452482,train
304136,train
373725,train
398949,train
167450,train
420114,train
300856,train
316720,train
319159,train
179543,train
389953,train
196519,train
224219,train
279150,train
223499,train
398613,train
218316,train
237962,train
380466,train
346619,train
147072,train
201625,train
131312,train
105119,train
340159,train
190455,train
307188,train
397642,train
407361,train
321023,train
381720,train
294893,train
368469,train
284447,train
326001,train
180179,train
249007,train
250686,train
323890,train
185395,train
415690,train
435481,train
287213,train
396188,train
206783,train
236276,train
361801,train
305779,train
140019,train
162292,train
343973,train
152201,train
397461,train
139814,train
377675,train
330656,train
361822,train
352462,train
321369,train
312823,train
415357,train
384673,train
299984,train
219345,train
240909,train
346573,train
381594,train
103839,train
261834,train
251878,train
353957,train
145384,train
184312,train
366738,train
377445,train
235200,train
107831,train
251119,train
137778,train
344817,train
207172,train
135730,train
425479,train
149080,train
212084,train
305530,train
438646,train
259615,train
210291,train
220158,train
280228,train
157707,train
398356,train
106152,train
404836,train
260404,train
370152,train
320392,train
105334,train
226247,train
110789,train
346757,train
353699,train
278439,train
117481,train
110760,train
323337,train
387627,train
435544,train
385447,train
308222,train
227007,train
420321,train
414187,train
408669,train
445753,train
249766,train
312955,train
338825,train
268447,train
396090,train
243719,train
176540,train
236440,train
326771,train
450184,train
329883,train
234200,train
278437,train
336180,train
360655,train
139453,train
312275,train
348068,train
453307,train
351494,train
195318,train
243905,train
297512,train
246052,train
429939,train
454327,train
351310,train
388088,train
452972,train
237969,train
259294,train
294200,train
172119,train
410233,train
339200,train
442544,train
409903,train
197468,train
404661,train
345834,train
200577,train
313021,train
409657,train
267224,train
158380,train
347287,train
251877,train
364636,train
335711,train
319551,train
334377,train
284236,train
157549,train
138284,train
334253,train
120852,train
177257,train
308955,train
100334,train
360951,train
118462,train
451476,train
303526,train
177216,train
130367,train
131545,train
128270,train
310319,train
249340,train
206355,train
343617,train
115377,train
337725,train
260039,train
271035,train
137484,train
358713,train
147528,train
251717,train
213053,train
311831,train
280386,train
246231,train
412981,train
436071,train
218308,train
266376,train
413543,train
129996,train
287653,train
297546,train
124624,train
107675,train
345370,train
271315,train
433307,train
258266,train
156610,train
313447,train
311780,train
242828,train
116531,train
136120,train
111706,train
157861,train
289080,train
291474,train
416590,train
187355,train
216941,train
378532,train
318097,train
240078,train
317590,train
368855,train
372171,train
249493,train
130645,train
382097,train
190465,train
427697,train
345920,train
233215,train
315137,train
300705,train
124092,train
200712,train
338364,train
187887,train
123102,train
411590,train
292815,train
151076,train
282665,train
179634,train
376422,train
426175,train
170793,train
244007,train
265133,train
119529,train
418509,train
129930,train
121247,train
371806,train
392602,train
356860,train
446430,train
317180,train
241132,train
403168,train
200771,train
201016,train
272773,train
139969,train
414900,train
166442,train
102318,train
349487,train
131447,train
288163,train
271209,train
350706,train
433152,train
451014,train
246895,train
419495,train
300973,train
253009,train
431601,train
453361,train
225069,train
277234,train
299597,train
115390,train
298244,train
116844,train
265484,train
201418,train
437536,train
444916,train
353062,train
123337,train
351475,train
102674,train
395817,train
197986,train
231006,train
349402,train
179293,train
148505,train
417937,train
361966,train
199618,train
227947,train
355606,train
408050,train
351309,train
286055,train
239581,train
203607,train
423515,train
339360,train
187665,train
416109,train
129279,train
288218,train
195675,train
260418,train
123169,train
108271,train
141161,train
404705,train
357100,train
283258,train
322872,train
218778,train
143564,train
396019,train
407116,train
159733,train
245148,train
108285,train
444644,train
147021,train
146110,train
315653,train
402579,train
229401,train
401043,train
287061,train
287950,train
366216,train
148612,train
382787,train
291482,train
256453,train
226714,train
101221,train
104527,train
127522,train
374215,train
230297,train
190762,train
260297,train
269868,train
413866,train
343223,train
332060,train
181878,train
245594,train
171655,train
168616,train
348611,train
314208,train
399248,train
148880,train
276533,train
218672,train
364765,train
386707,train
249918,train
219614,train
370546,train
303945,train
275358,train
397420,train
341624,train
222276,train
384092,train
406810,train
248886,train
179393,train
268919,train
205593,train
381114,train
253194,train
127355,train
287968,train
313184,train
397182,train
304124,train
107148,train
300376,train
456018,train
153474,train
178368,train
223723,train
298523,train
450713,train
328107,train
444341,train
455283,train
216177,train
139791,train
448646,train
444542,train
399726,train
436209,train
414116,train
220953,train
327035,train
221352,train
293461,train
135665,train
249156,train
229012,train
265931,train
285442,train
454243,train
388293,train
144344,train
307775,train
191116,train
365457,train
306407,train
284558,train
244264,train
131659,train
177607,train
391986,train
409292,train
242216,train
225455,train
404240,train
243177,train
281931,train
398913,train
438365,train
450573,train
424356,train
172427,train
159612,train
406471,train
166666,train
115418,train
265625,train
427810,train
181857,train
152718,train
120812,train
236264,train
372760,train
100276,train
401620,train
454655,train
373520,train
189911,train
103470,train
339204,train
170876,train
369578,train
116031,train
256087,train
151407,train
328842,train
200469,train
392720,train
448168,train
285755,train
447640,train
179675,train
230321,train
342489,train
317019,train
356151,train
138114,train
127874,train
420672,train
361029,train
413410,train
380749,train
275345,train
211975,train
185406,train
335496,train
205468,train
262949,train
134357,train
401075,train
447058,train
117691,train
369209,train
101668,train
284716,train
314960,train
392722,train
219722,train
219953,train
119165,train
398662,train
154166,train
172258,train
341100,train
266586,train
177848,train
453502,train
350790,train
426476,train
240016,train
211281,train
348227,train
257061,train
300479,train
346317,train
210585,train
393434,train
436433,train
148723,train
151319,train
123712,train
284363,train
302402,train
314927,train
341848,train
403071,train
366063,train
343545,train
204696,train
140687,train
322960,train
125419,train
100893,train
254758,train
391403,train
199043,train
434365,train
192168,train
150410,train
191059,train
444631,train
435757,train
326581,train
377654,train
320010,train
167124,train
255063,train
159844,train
203922,train
250154,train
195064,train
332870,train
222257,train
417842,train
347322,train
212845,train
101928,train
323897,train
278015,train
140139,train
159939,train
265530,train
367449,train
201737,train
303079,train
452040,train
447780,train
168067,train
391773,train
166129,train
310612,train
209032,train
423003,train
384312,train
349770,train
182284,train
375387,train
433386,train
171845,train
239993,train
371832,train
122008,train
175546,train
427995,train
263631,train
180533,train
429433,train
186103,train
287258,train
111939,train
167511,train
177746,train
424554,train
384832,train
223265,train
336620,train
271812,train
455058,train
213881,train
126112,train
196164,train
202767,train
159236,train
115505,train
228784,train
202176,train
409584,train
285715,train
218086,train
269752,train
354902,train
335335,train
348922,train
216389,train
260999,train
209934,train
228328,train
318692,train
320124,train
399831,train
125958,train
364452,train
130956,train
370286,train
176207,train
264414,train
414088,train
404862,train
176729,train
145376,train
372395,train
331753,train
212599,train
173970,train
281316,train
138392,train
307367,train
405242,train
369141,train
102217,train
372611,train
419449,train
181249,train
137358,train
323717,train
388167,train
443450,train
256144,train
273803,train
226254,train
213873,train
342897,train
355992,train
283326,train
381071,train
181037,train
280920,train
189041,train
399548,train
152518,train
429638,train
163511,train
200695,train
147566,train
249337,train
395229,train
341721,train
182637,train
377999,train
191426,train
102139,train
169886,train
262516,train
400635,train
209397,train
330462,train
344144,train
443180,train
261646,train
432643,train
350938,train
170543,train
361566,train
177530,train
363079,train
287871,train
118096,train
230627,train
410488,train
415638,train
179302,train
163715,train
376576,train
245159,train
288311,train
355231,train
252955,train
420752,train
422505,train
120630,train
415004,train
336833,train
413321,train
297396,train
134389,train
124641,train
395012,train
215298,train
394607,train
255341,train
252148,train
201670,train
315187,train
144622,train
247969,train
116284,train
327104,train
440855,train
237797,train
445630,train
226951,train
226846,train
131507,train
358218,train
334379,train
159287,train
122056,train
125432,train
187690,train
272399,train
443627,train
215912,train
370089,train
383396,train
296492,train
234526,train
132385,train
398853,train
310417,train
155878,train
104723,train
195246,train
336097,train
301071,train
220395,train
202131,train
288789,train
233641,train
392436,train
280305,train
401373,train
147472,train
393539,train
206693,train
130437,train
180924,train
158057,train
346553,train
139761,train
410874,train
368407,train
437076,train
258293,train
451580,train
298143,train
216245,train
140396,train
205890,train
430751,train
388690,train
433610,train
382776,train
364922,train
226316,train
253603,train
100886,train
112836,train
382578,train
246248,train
201812,train
451602,train
279515,train
415299,train
408748,train
448291,train
185248,train
326579,train
403880,train
144565,train
269617,train
318585,train
235234,train
325793,train
233133,train
130020,train
289878,train
279441,train
367670,train
423805,train
252481,train
289534,train
445778,train
293532,train
112931,train
249087,train
200761,train
311792,train
426361,train
363806,train
356625,train
143614,train
283230,train
288994,train
230425,train
229296,train
267016,train
372189,train
314219,train
362027,train
292498,train
327656,train
112875,train
328181,train
345671,train
316193,train
137731,train
273934,train
161848,train
165091,train
199710,train
392679,train
208204,train
320647,train
453455,train
452532,train
321816,train
252302,train
336306,train
248362,train
297623,train
346501,train
181090,train
155306,train
302913,train
431297,train
412567,train
173861,train
295991,train
341431,train
169784,train
196185,train
403708,train
321340,train
285424,train
114001,train
120279,train
409407,train
273086,train
255277,train
182817,train
442414,train
108829,train
257899,train
232697,train
353653,train
441191,train
118769,train
269113,train
259257,train
208097,train
194102,train
352652,train
364961,train
433871,train
428882,train
326029,train
333743,train
124865,train
303419,train
254404,train
408676,train
322775,train
407387,train
296948,train
209678,train
218712,train
175882,train
226045,train
173954,train
375762,train
354988,train
390215,train
426316,train
302616,train
182446,train
145469,train
275651,train
340173,train
139238,train
251945,train
256505,train
280480,train
298935,train
271715,train
281597,train
290651,train
171844,train
181070,train
133312,train
294030,train
260606,train
309013,train
366379,train
391452,train
420719,train
181516,train
440583,train
423980,train
115622,train
180329,train
131136,train
121652,train
226890,train
436719,train
124035,train
171104,train
409152,train
192795,train
322161,train
150898,train
329823,train
170423,train
295962,train
411630,train
420371,train
401671,train
340453,train
447179,train
395776,train
393352,train
163544,train
112869,train
159509,train
437239,train
149970,train
211248,train
260120,train
154929,train
223816,train
285792,train
156875,train
278861,train
163956,train
430715,train
233992,train
216742,train
214918,train
388453,train
431008,train
164603,train
389347,train
247961,train
267923,train
276686,train
218062,train
127042,train
105092,train
274184,train
178334,train
224982,train
300497,train
303815,train
239267,train
229764,train
343666,train
339632,train
101293,train
423268,train
411155,train
126703,train
268035,train
161442,train
396163,train
435367,train
349049,train
402131,train
122504,train
186260,train
114855,train
296267,train
424026,train
368926,train
373536,train
431983,train
371257,train
136089,train
270697,train
113902,train
101396,train
287273,train
162473,train
366059,train
181206,train
363078,train
170747,train
214218,train
256558,train
420010,train
268049,train
